69 121
681 930 0.8903
216 717 0.5334
970 1113 0.1580
748 1398 0.4562
779 1392 0.3891
714 1449 0.9954
485 640 0.6940
180 1430 0.6784
245 749 0.9262
971 1108 0.7040
380 711 0.6034
263 972 0.5510
268 795 0.9220
42 1142 0.7982
693 1072 0.4297
850 1318 0.0580
436 1062 0.7207
18 1284 0.2312
314 521 0.6165
26 1368 0.3838
214 388 0.8243
571 823 0.4822
883 1334 0.8895
178 241 0.6142
38 598 0.5357
370 666 0.3181
724 1320 0.5050
454 1487 0.0519
168 906 0.3309
381 1073 0.3352
327 767 0.2905
107 397 0.2412
916 1167 0.1719
38 547 0.9753
312 1186 0.2964
759 935 0.0663
764 1004 0.1654
386 1131 0.1143
590 1415 0.5086
891 1159 0.8611
322 1362 0.7070
1161 1242 0.0497
232 1066 0.6895
204 1018 0.2951
179 1092 0.2359
1098 1320 0.4193
21 880 0.5512
82 986 0.8903
1138 1331 0.3735
472 596 0.3555
449 1330 0.9971
509 603 0.1482
138 219 0.2356
602 1082 0.9215
1138 1393 0.5502
642 847 0.2967
443 1099 0.9756
815 1481 0.8907
357 1334 0.7681
587 1143 0.5017
51 725 0.3148
416 1488 0.4696
319 1449 0.8106
193 1311 0.2774
998 1248 0.7063
718 1137 0.8054
336 391 0.6740
605 709 0.0675
455 987 0.6431
948 1323 0.5084
1228 1479 0.3488
257 475 0.0542
352 873 0.4795
325 856 0.2066
429 1079 0.9270
1346 1438 0.0625
1019 1045 0.3108
39 741 0.2192
56 512 0.2711
60 1031 0.9605
513 999 0.1319
921 1394 0.0797
97 895 0.8309
719 1458 0.9480
1465 1467 0.5254
34 704 0.4273
742 794 0.5810
273 1484 0.4039
147 696 0.4522
1025 1035 0.0053
749 959 0.9658
771 1357 0.3205
309 962 0.4591
899 1135 0.0358
124 675 0.6054
725 1055 0.8949
256 324 0.3827
137 466 0.9046
442 1166 0.1641
783 1304 0.3103
162 203 0.7199
308 917 0.1518
134 1185 0.4082
173 1194 0.0404
131 1132 0.3128
1011 1036 0.3976
358 935 0.6323
49 573 0.8104
260 1060 0.0321
975 1126 0.1230
608 946 0.7410
730 794 0.9202
50 1369 0.0546
125 1406 0.0254
406 526 0.1579
290 847 0.4298
360 458 0.7369
51 160 0.1377
583 621 0.5637
756 1180 0.3556
374 507 0.3096
32 1083 0.8714
80 1229 0.4468
112 1128 0.2340
862 1209 0.6950
100 398 0.9625
120 776 0.6112
815 819 0.3676
69 1386 0.9907
616 1134 0.2359
115 1289 0.0300
592 738 0.5473
71 1335 0.7473
655 1274 0.2416
333 752 0.7993
704 885 0.7485
1223 1474 0.3750
79 331 0.8019
39 40 0.1976
49 984 0.6585
66 528 0.6542
867 1234 0.9121
634 1400 0.3868
605 1468 0.2182
247 1413 0.1659
891 912 0.6490
795 957 0.3491
286 1375 0.8696
1214 1300 0.0250
332 1312 0.3268
186 1385 0.3625
488 989 0.7261
453 649 0.6533
506 1094 0.4238
420 1024 0.0486
41 221 0.0786
258 1450 0.2708
168 1154 0.1273
18 201 0.3760
380 910 0.0615
415 728 0.3341
445 1030 0.1680
305 1274 0.0821
213 782 0.7884
75 140 0.9187
212 849 0.8372
180 798 0.5690
47 546 0.5952
392 1476 0.1906
472 838 0.6802
658 1133 0.6638
647 1190 0.9040
545 696 0.9396
392 1082 0.9784
225 1199 0.5587
205 1387 0.7750
130 1366 0.5293
634 1202 0.9655
68 955 0.0571
75 1037 0.9640
1150 1303 0.7646
447 983 0.1291
358 1258 0.7513
228 809 0.4065
523 1097 0.8562
1097 1454 0.2455
489 914 0.4891
229 665 0.9690
125 671 0.8732
879 1183 0.6637
890 1323 0.1116
412 838 0.3594
183 412 0.2825
862 1237 0.7786
796 889 0.5325
1243 1443 0.5789
201 1336 0.0624
300 531 0.2264
556 1452 0.1025
1056 1067 0.8219
1176 1360 0.9258
817 1172 0.9792
220 1308 0.8035
141 920 0.9178
244 1407 0.3240
330 945 0.7733
1060 1480 0.3151
923 981 0.9273
352 893 0.0119
791 1175 0.4555
150 271 0.5560
315 713 0.8935
1236 1259 0.2088
621 863 0.6704
260 1438 0.4975
601 1241 0.4180
1379 1412 0.0370
596 1273 0.1552
164 1139 0.3365
798 1469 0.8463
618 1106 0.3005
461 581 0.6331
804 926 0.1030
139 719 0.2298
192 1262 0.2023
316 793 0.0781
175 646 0.8590
160 804 0.0924
84 1351 0.6549
619 1263 0.9281
6 1492 0.6372
470 1168 0.3379
420 1038 0.3658
15 143 0.6917
715 1073 0.6739
961 1063 0.0034
450 1295 0.4580
37 431 0.9983
1030 1185 0.0559
60 1240 0.3399
403 1493 0.6693
175 208 0.9835
118 514 0.7893
836 1251 0.3094
194 1462 0.3899
1200 1343 0.0718
85 248 0.2856
93 577 0.9753
885 1056 0.7711
477 1290 0.3902
574 1011 0.0595
355 897 0.2321
327 578 0.3348
100 211 0.6641
419 1169 0.6596
379 1192 0.4709
217 303 0.5739
548 611 0.6743
297 1245 0.4457
160 1397 0.5901
601 735 0.9694
759 923 0.4356
514 1197 0.2645
1107 1348 0.2162
94 637 0.9438
937 1041 0.3954
618 649 0.0002
858 1390 0.2105
212 1340 0.9004
330 557 0.8139
239 1452 0.4496
99 251 0.3423
962 1154 0.3715
831 931 0.2421
650 1477 0.2852
574 1329 0.1603
443 937 0.7778
50 59 0.5509
520 671 0.5636
143 480 0.9457
303 552 0.0130
73 1125 0.3848
77 421 0.9728
237 315 0.5956
1041 1238 0.0962
140 924 0.9794
155 444 0.7432
953 1395 0.9562
764 1193 0.2953
680 891 0.6932
1296 1473 0.5449
157 772 0.7972
847 1040 0.3495
384 834 0.7706
23 107 0.4317
582 791 0.2946
218 1084 0.8740
171 1190 0.9730
82 1240 0.1355
119 998 0.6520
290 755 0.1971
516 1198 0.9815
1027 1106 0.0224
138 298 0.9195
233 1040 0.0236
32 589 0.4559
772 1133 0.4045
1133 1361 0.9740
776 989 0.2676
1160 1229 0.5818
193 1305 0.7438
229 607 0.6175
1338 1469 0.8146
825 1282 0.9770
703 1081 0.4617
73 182 0.1324
1021 1363 0.0452
491 501 0.2432
262 448 0.3418
170 856 0.4076
790 1295 0.9466
1186 1405 0.4195
510 1002 0.9282
96 1155 0.7263
605 1484 0.9503
30 1095 0.2504
851 1492 0.8610
658 1289 0.9050
728 1317 0.3104
337 930 0.3356
263 1272 0.7832
1326 1337 0.5294
696 1169 0.1895
835 1468 0.9726
328 1047 0.2840
657 1251 0.2955
781 843 0.2069
5 1164 0.8366
402 741 0.1598
76 971 0.3671
381 1222 0.6866
56 616 0.7744
34 989 0.6819
226 420 0.0279
724 1091 0.0156
1044 1415 0.2611
13 1428 0.1686
687 1194 0.9709
487 1196 0.6555
561 1196 0.1101
1268 1391 0.2230
676 1142 0.0788
590 1043 0.4738
461 1460 0.6567
578 665 0.2530
1164 1375 0.3287
583 634 0.2998
308 422 0.4275
75 135 0.6313
112 1147 0.2184
757 913 0.8492
806 1247 0.9123
186 1196 0.7328
239 581 0.9621
695 880 0.3016
1056 1396 0.1818
250 396 0.5713
1038 1306 0.2727
85 1450 0.3489
276 726 0.9410
149 579 0.3292
460 800 0.4868
929 960 0.2487
57 745 0.5638
57 112 0.0756
714 1480 0.4993
94 815 0.8451
954 1379 0.6747
352 949 0.0598
329 1247 0.7028
177 1229 0.6039
1 1251 0.6021
120 183 0.2419
65 1313 0.8153
533 1153 0.0526
917 1167 0.4705
754 996 0.1167
258 750 0.9664
3 121 0.3807
1045 1194 0.8290
683 972 0.0263
571 1155 0.2533
78 829 0.1289
968 1071 0.3489
802 842 0.5233
570 1404 0.7939
153 478 0.5751
636 1130 0.4477
250 1139 0.2148
52 601 0.7635
933 1026 0.3939
787 1416 0.0201
968 1467 0.7094
689 740 0.6683
472 1346 0.4854
939 1350 0.6603
117 1051 0.2071
268 601 0.0061
206 727 0.7317
685 766 0.8956
609 1218 0.5634
314 566 0.1255
173 1084 0.9816
515 1337 0.8234
103 1015 0.4676
250 463 0.6742
276 918 0.0478
838 1420 0.1700
1107 1494 0.4012
857 995 0.6811
976 980 0.6723
1058 1346 0.5069
671 1316 0.2078
1270 1364 0.1017
312 730 0.9709
775 862 0.5709
107 257 0.4884
482 1047 0.6473
1433 1453 0.8176
324 701 0.5743
123 313 0.8877
707 764 0.1685
82 1381 0.0363
603 1444 0.9317
575 898 0.9634
434 891 0.8121
222 1011 0.1663
852 1425 0.3270
330 1135 0.9878
457 1097 0.2922
210 1443 0.3263
692 1041 0.3060
71 97 0.0508
511 1028 0.4601
1087 1357 0.0584
97 685 0.1198
945 1497 0.0603
1180 1375 0.9895
862 1177 0.4400
801 1229 0.2233
225 259 0.6888
1148 1426 0.8170
139 1135 0.0991
430 873 0.4972
935 1275 0.6764
579 963 0.6911
230 1358 0.2087
1225 1365 0.1935
203 692 0.9630
1044 1296 0.3132
595 1042 0.9817
35 804 0.2776
530 727 0.0463
515 1202 0.4724
480 914 0.7340
542 997 0.2448
797 1291 0.4116
308 1279 0.5981
1122 1450 0.5321
14 1251 0.3542
73 390 0.2017
206 342 0.7999
448 1077 0.3485
575 1108 0.4864
473 1449 0.7701
452 646 0.3450
1203 1394 0.3534
66 874 0.4248
769 1395 0.3749
274 1275 0.0493
36 1177 0.3275
1090 1432 0.7420
1256 1484 0.2990
112 1195 0.3891
713 1341 0.6103
995 1307 0.0854
637 1214 0.0984
887 1261 0.7607
52 179 0.4193
69 911 0.4024
152 1333 0.9814
679 695 0.2257
44 812 0.2715
423 474 0.0475
50 376 0.8714
1188 1471 0.0621
712 1444 0.8237
803 1327 0.7603
886 1224 0.9552
218 820 0.1555
365 740 0.4120
241 864 0.2162
157 265 0.1517
480 662 0.7197
499 1066 0.0108
87 1360 0.2702
772 1452 0.3954
325 858 0.4079
259 880 0.5865
490 1345 0.8838
66 1333 0.9679
413 1038 0.0965
449 1097 0.5454
21 419 0.4171
308 1200 0.2638
692 804 0.2163
122 712 0.9033
147 884 0.4325
614 1162 0.3419
667 1405 0.8809
167 317 0.2766
757 1012 0.0218
31 1204 0.0443
1074 1144 0.8155
1046 1235 0.9687
260 1232 0.9084
187 1441 0.3478
327 406 0.9351
989 1100 0.5330
35 1056 0.6021
477 1280 0.5535
134 225 0.0230
542 1070 0.6859
1131 1171 0.8121
965 1475 0.8058
177 445 0.2743
349 1015 0.7697
334 451 0.0830
94 955 0.1020
802 1409 0.3324
485 904 0.4192
277 1203 0.6544
1220 1415 0.6686
797 803 0.0378
955 1038 0.2393
337 394 0.1931
692 1074 0.1240
1274 1307 0.7679
695 1258 0.7427
323 1054 0.2719
458 663 0.0867
403 1129 0.9545
198 1231 0.3916
286 800 0.7351
1500 12000
108 1162 0.6689
1162 562 0.7105
562 369 0.5433
369 868 0.8856
868 1013 0.6690
1013 32 0.1252
32 902 0.3119
902 144 0.3104
144 297 0.1845
297 1156 0.5628
1156 160 0.2095
160 645 0.1360
645 124 0.3980
124 746 0.6007
746 832 0.0578
832 785 0.5078
785 1153 0.7855
1153 1253 0.8838
1253 374 0.4502
374 288 0.4995
288 1195 0.6613
1195 523 0.5444
523 944 0.6329
944 1119 0.3247
1119 56 0.1444
56 240 0.8655
240 1471 0.2255
1471 935 0.9404
935 1374 0.5627
1374 1051 0.2411
1051 1221 0.1579
1221 312 0.6320
312 1127 0.0540
1127 419 0.6621
419 834 0.4797
834 26 0.0133
26 822 0.8487
822 887 0.7168
887 164 0.2081
164 1113 0.5512
1113 1151 0.3236
1151 584 0.2856
584 703 0.6969
703 925 0.9480
925 1329 0.7481
1329 13 0.2407
13 530 0.4884
530 630 0.3260
630 1273 0.9024
1273 1341 0.4537
1341 800 0.0648
800 293 0.5100
293 1065 0.4648
1065 1223 0.3282
1223 601 0.3486
601 599 0.0395
599 576 0.3213
576 228 0.5293
228 1112 0.8450
1112 803 0.4185
803 927 0.0839
927 391 0.2083
1341 627 0.4904
374 338 0.5435
338 1477 0.4668
1477 1170 0.6241
1170 787 0.4282
787 1307 0.7572
1307 1249 0.3716
1249 516 0.3273
516 1157 0.5048
1157 891 0.1200
891 378 0.7070
378 967 0.5433
967 643 0.4643
643 963 0.2097
963 428 0.5520
428 304 0.3328
304 249 0.4984
249 501 0.0015
501 239 0.4683
239 566 0.7542
566 1363 0.6907
1363 208 0.4572
208 179 0.9454
179 469 0.7521
469 769 0.5224
630 342 0.4876
342 1287 0.8233
1287 44 0.6457
44 212 0.6030
212 616 0.2391
1374 1387 0.6012
1387 400 0.6179
400 1458 0.3182
1458 414 0.6275
414 760 0.1431
760 1495 0.0649
1495 866 0.8226
866 1443 0.3640
1443 922 0.5943
922 534 0.8007
534 442 0.5502
442 113 0.9747
113 1295 0.0370
378 1411 0.0478
1411 301 0.4853
301 165 0.1713
165 348 0.6205
348 791 0.5612
791 514 0.5451
514 536 0.7897
536 1354 0.6987
1354 657 0.7374
657 136 0.7043
136 109 0.1404
348 115 0.8007
115 49 0.2393
49 992 0.6703
992 1029 0.6424
1029 1080 0.1447
26 88 0.9772
88 532 0.9418
532 580 0.4104
580 385 0.8037
208 995 0.7880
995 642 0.0909
642 331 0.4781
331 290 0.7522
290 979 0.1701
979 559 0.7414
559 107 0.8478
107 1228 0.3889
1228 1245 0.4086
967 493 0.5835
514 1204 0.6108
1204 1201 0.4383
1201 125 0.9123
125 118 0.5276
118 1407 0.6321
1407 765 0.7507
765 813 0.7233
813 1200 0.8724
1200 1180 0.9877
1180 389 0.9765
389 1149 0.9315
868 533 0.9740
533 955 0.7903
955 279 0.0808
279 103 0.1367
103 393 0.3700
393 652 0.6607
652 1070 0.8138
1070 433 0.7312
433 1190 0.6845
1190 1159 0.7265
1159 543 0.1775
543 1025 0.1107
1025 412 0.8903
412 114 0.1598
114 1360 0.0321
1360 1096 0.0428
1096 683 0.1026
683 1199 0.6206
1199 1305 0.3163
1305 1019 0.3811
1019 1129 0.7980
1129 1147 0.8261
530 217 0.8490
331 1016 0.0399
391 598 0.0947
598 1403 0.0851
1403 321 0.5378
321 549 0.4094
549 48 0.7661
48 1279 0.4903
1279 1283 0.2707
1283 1030 0.7874
955 1359 0.2688
1359 1384 0.9943
1384 1203 0.9114
1203 1219 0.1454
1219 170 0.1077
170 1352 0.4047
1352 690 0.0650
690 1423 0.9419
1423 617 0.3267
617 808 0.6858
808 1357 0.2798
1357 174 0.8656
174 263 0.2414
263 662 0.2729
662 420 0.5916
420 285 0.2238
348 945 0.0856
945 512 0.7625
512 743 0.6731
743 193 0.9402
193 915 0.7283
915 1480 0.8115
1480 128 0.2451
128 422 0.2846
422 1322 0.5244
1322 29 0.9078
29 1335 0.1655
1335 484 0.3130
484 1077 0.0139
787 997 0.4995
997 425 0.0837
425 874 0.1789
874 894 0.2558
894 761 0.4316
761 23 0.1531
23 1404 0.9756
1404 447 0.6806
447 473 0.5072
473 318 0.3637
318 307 0.6874
307 1481 0.4445
1481 147 0.4739
147 835 0.5179
835 1467 0.2739
1467 953 0.3826
953 1413 0.5230
1413 1392 0.0718
1392 842 0.1330
842 1373 0.2730
1373 1037 0.7791
1037 1255 0.2555
512 130 0.4747
130 1442 0.9596
1442 1122 0.5073
992 1381 0.8829
1381 1310 0.4997
1310 602 0.6630
602 453 0.4837
868 1487 0.3760
1487 1475 0.6886
1475 810 0.1907
810 611 0.7393
1481 998 0.4949
998 156 0.6202
156 3 0.9493
3 465 0.5666
617 1012 0.3264
1012 1372 0.8473
1372 1311 0.1657
1311 260 0.8215
260 1268 0.7705
453 622 0.4278
622 1185 0.5811
1185 855 0.1947
855 623 0.6000
623 455 0.9388
455 920 0.9109
920 1102 0.4931
1102 796 0.1483
796 1124 0.9155
1124 606 0.0189
1363 971 0.2113
971 775 0.7082
775 1301 0.9172
1301 413 0.1530
413 93 0.7210
93 631 0.1757
631 1319 0.1891
1404 1117 0.9921
1117 1344 0.8015
1344 936 0.8189
1070 790 0.1202
790 267 0.3717
1403 1062 0.4646
1062 823 0.2831
823 1240 0.1826
301 1265 0.8560
1265 1218 0.4108
1218 1348 0.5841
791 426 0.1748
426 732 0.9502
732 846 0.6376
846 134 0.2019
1062 1435 0.8170
1435 405 0.4279
405 890 0.2841
890 1417 0.5515
1417 966 0.0844
966 701 0.3942
701 216 0.4133
216 1026 0.2021
1119 1175 0.1576
645 647 0.8724
170 1386 0.6582
1386 459 0.6014
459 1394 0.3219
1394 693 0.9172
693 1297 0.1676
1297 928 0.2290
928 1313 0.2089
1313 1041 0.6534
1352 441 0.0874
441 673 0.5270
673 1114 0.7676
348 223 0.7280
223 456 0.3862
456 1300 0.1623
1300 278 0.2315
278 542 0.9474
542 1006 0.2138
1006 1 0.7650
1 243 0.5106
1279 119 0.1598
119 291 0.7510
291 235 0.7152
235 33 0.0621
33 938 0.2466
938 1209 0.1881
1209 95 0.8064
95 716 0.0208
716 1215 0.1904
1215 634 0.9259
634 1009 0.6311
1009 923 0.3115
923 352 0.1587
352 581 0.6769
1283 970 0.0842
1480 162 0.4364
162 15 0.4913
15 635 0.9998
422 19 0.4878
19 1246 0.6574
963 475 0.2860
475 1441 0.8712
1006 1168 0.2320
1168 305 0.1971
305 16 0.1014
16 614 0.7561
614 197 0.8879
197 698 0.1071
698 977 0.6931
160 357 0.7663
1487 1326 0.0877
1326 1177 0.8264
1195 659 0.9842
659 950 0.7549
950 282 0.6202
282 1395 0.0327
1395 720 0.8585
732 786 0.4866
786 959 0.5350
959 969 0.8161
969 232 0.0869
606 207 0.9411
207 40 0.2338
40 1093 0.7067
1093 999 0.5022
999 885 0.6122
885 1216 0.8560
566 1332 0.9725
1332 1298 0.7522
1298 1214 0.4700
1214 277 0.7080
277 592 0.7801
592 738 0.4120
352 740 0.7014
740 524 0.4927
524 1202 0.0762
1202 329 0.5300
329 837 0.7080
179 1438 0.1082
1438 54 0.7744
54 306 0.4224
306 1226 0.9261
1226 238 0.8476
1153 1482 0.5533
305 589 0.4306
589 1045 0.4716
1045 84 0.9204
84 1324 0.9219
1324 1272 0.6523
1272 485 0.1087
992 807 0.2573
807 1419 0.5874
1419 184 0.7624
184 1106 0.2403
1106 649 0.9850
649 1094 0.2494
1094 178 0.3793
178 759 0.2120
979 437 0.1411
437 742 0.2506
1102 386 0.3689
386 62 0.7431
62 596 0.4018
596 1380 0.6505
969 948 0.5390
948 1426 0.6757
796 2 0.4868
2 51 0.0103
51 869 0.8982
869 873 0.4814
873 1097 0.2905
1097 176 0.2318
176 1260 0.3608
1260 1362 0.2700
1362 518 0.0776
518 1197 0.7560
1197 1484 0.5242
1484 818 0.9702
818 1369 0.3627
1369 1206 0.7940
1206 169 0.7943
169 907 0.6174
673 397 0.4680
397 608 0.1306
1077 618 0.3664
1006 586 0.3349
586 605 0.4055
605 280 0.8467
280 972 0.7737
972 668 0.5630
668 470 0.5184
470 814 0.6807
1417 1488 0.9431
1348 500 0.1404
1260 30 0.1038
30 544 0.1545
544 1118 0.9808
1118 1073 0.6895
1073 527 0.1736
1300 271 0.5475
249 214 0.3412
214 1328 0.3544
1328 58 0.6319
58 548 0.7404
548 658 0.6470
658 185 0.0057
185 1143 0.5378
1143 1454 0.0746
544 411 0.2387
411 1393 0.9723
1393 1337 0.4390
95 298 0.0744
391 706 0.7018
706 1421 0.4633
1421 881 0.2560
881 1140 0.3596
1140 481 0.9110
481 211 0.1362
211 219 0.1981
1443 183 0.8895
183 579 0.3440
579 819 0.6522
819 1155 0.2308
1155 100 0.1763
100 1306 0.1549
1306 21 0.5294
1260 820 0.1005
616 688 0.0078
746 1244 0.4807
1244 1391 0.5272
1391 1234 0.7037
1234 1161 0.0805
1161 697 0.5662
697 14 0.6587
14 324 0.9192
324 483 0.5329
483 882 0.3512
197 1494 0.6744
1494 440 0.2962
440 824 0.5785
824 1033 0.5920
533 899 0.0099
899 730 0.4002
30 758 0.7759
1175 847 0.9031
847 980 0.1914
980 196 0.6451
196 289 0.8417
289 337 0.6957
301 994 0.0938
1 1004 0.5827
1195 53 0.6122
53 1296 0.8333
1296 565 0.2469
565 205 0.2166
618 1183 0.4824
1183 69 0.7077
69 1138 0.8246
1380 1368 0.0563
1368 1389 0.9539
1389 545 0.5343
545 122 0.8176
122 1449 0.2347
1449 446 0.0034
446 1320 0.9944
1320 924 0.3342
924 1189 0.0310
1189 142 0.9827
142 560 0.6045
874 1083 0.3150
1083 96 0.2069
96 1136 0.8936
1136 1496 0.4529
337 242 0.6769
701 1388 0.5679
1388 194 0.2264
549 669 0.4275
669 86 0.0074
658 702 0.1959
307 917 0.8741
917 918 0.5763
321 1250 0.2163
1484 1088 0.6642
1088 1294 0.5633
1294 439 0.9614
439 492 0.2099
492 1440 0.6646
1440 67 0.4841
67 941 0.2154
881 932 0.4398
932 1436 0.1530
1436 1464 0.5247
1464 246 0.9974
246 1063 0.7724
1063 173 0.6234
1253 195 0.7366
195 148 0.5262
148 244 0.8707
807 1447 0.4829
1447 5 0.7837
1199 728 0.8357
728 356 0.3919
1332 1059 0.6718
924 1366 0.3968
1366 1312 0.8039
605 1448 0.0415
1448 1049 0.2096
1049 914 0.6371
914 215 0.2760
215 300 0.7106
300 531 0.9038
701 811 0.3580
811 1485 0.4128
657 1434 0.3862
1434 1304 0.0523
1304 351 0.4019
351 1491 0.2698
1255 1275 0.3682
1275 434 0.2242
411 1074 0.9921
1074 139 0.5191
139 964 0.2252
223 1237 0.8154
1237 792 0.4656
616 848 0.9288
473 373 0.7010
1391 1325 0.2391
1325 653 0.2432
703 250 0.1903
250 1148 0.8910
1118 1416 0.6006
1416 415 0.6989
1354 651 0.7938
651 133 0.6211
133 1099 0.2227
16 763 0.9122
763 640 0.1130
640 904 0.5499
904 722 0.3236
746 692 0.1318
692 281 0.0704
281 1256 0.0136
1295 644 0.9995
1200 273 0.5414
1009 180 0.9401
180 942 0.3101
942 1461 0.0952
1461 821 0.9214
821 28 0.0281
28 1222 0.0328
1222 247 0.3191
887 794 0.2265
794 65 0.1532
16 984 0.3076
984 507 0.8407
507 1171 0.9000
1171 1163 0.0224
1163 462 0.5849
400 403 0.2008
403 557 0.9665
1097 1396 0.0736
728 259 0.4002
259 802 0.0349
802 286 0.4942
286 1217 0.7909
1217 1430 0.9443
728 1002 0.8849
1002 583 0.6407
173 105 0.1147
105 1282 0.5003
1411 582 0.8042
582 367 0.0609
367 737 0.3094
1396 751 0.4107
532 154 0.5989
154 801 0.2360
801 163 0.5671
163 1086 0.2460
1086 1028 0.5389
1028 1132 0.8414
100 1399 0.2174
1399 901 0.7730
901 678 0.3927
678 1271 0.5370
1204 1284 0.1495
1148 327 0.9384
995 522 0.5967
522 1361 0.7734
1361 262 0.7407
262 323 0.1383
323 467 0.0410
467 1358 0.0210
1073 1057 0.5702
1057 74 0.7200
1062 588 0.6899
588 1224 0.1305
1224 829 0.0523
829 1231 0.9226
1231 1338 0.4366
1 521 0.0100
521 973 0.4502
415 151 0.1324
151 1309 0.7327
1309 550 0.0742
1392 361 0.2035
970 292 0.4775
348 376 0.3405
160 24 0.0917
88 1431 0.3672
1431 427 0.2654
792 724 0.5461
724 900 0.9540
1162 245 0.7364
356 31 0.9812
31 168 0.3532
168 628 0.5213
628 349 0.4321
349 187 0.4262
187 71 0.2469
71 241 0.4413
400 1346 0.8574
1156 1274 0.7828
1274 797 0.6435
1209 70 0.1559
144 1131 0.9194
1131 1179 0.2113
1179 733 0.6552
733 840 0.5937
840 1075 0.3396
1075 317 0.8259
317 854 0.6398
854 859 0.8612
859 951 0.1917
951 77 0.7345
1328 1456 0.4204
1456 783 0.7018
783 988 0.2398
988 585 0.7590
585 574 0.9815
800 526 0.2409
267 314 0.0338
314 748 0.9788
748 1408 0.2779
1073 960 0.0841
960 600 0.7775
600 981 0.9528
1430 1355 0.5699
1355 477 0.5223
1256 1459 0.8657
1057 739 0.8157
739 978 0.5461
1012 9 0.6632
9 18 0.4627
512 569 0.1756
569 695 0.5555
695 1288 0.2217
1288 230 0.9289
230 1109 0.2860
1109 929 0.9584
929 1146 0.0289
96 35 0.9149
1380 111 0.1755
111 461 0.0534
1482 572 0.7236
1177 838 0.3492
1246 46 0.3358
586 152 0.5034
972 892 0.5434
892 812 0.6845
282 1450 0.9637
1159 1489 0.6243
357 996 0.3268
433 479 0.9960
1307 1497 0.7705
1497 449 0.8609
918 1257 0.6914
23 1023 0.8806
1023 81 0.0608
81 1451 0.3028
230 287 0.5166
287 310 0.8421
310 153 0.9547
512 1378 0.8327
1378 98 0.0728
534 97 0.7615
97 654 0.2913
654 1233 0.6460
1233 237 0.6118
58 135 0.0341
135 1242 0.4970
1242 1060 0.8474
1140 8 0.2517
8 1397 0.7111
617 845 0.8986
1451 72 0.2065
72 1498 0.4791
501 200 0.6463
200 1342 0.1668
1242 578 0.6967
35 563 0.3098
563 1015 0.4550
1015 1050 0.1892
1050 1056 0.0344
1056 79 0.3184
79 332 0.7051
332 609 0.2979
609 175 0.1132
635 388 0.2452
388 326 0.3848
62 443 0.0720
443 510 0.5217
998 275 0.2904
275 867 0.7240
867 1412 0.6062
1412 171 0.8343
171 762 0.8157
762 1336 0.2288
1336 1263 0.3520
1263 553 0.7206
553 104 0.1460
104 987 0.9749
420 7 0.6895
7 463 0.6248
994 265 0.5931
265 976 0.2783
976 637 0.8601
637 50 0.8783
769 1072 0.2457
332 719 0.8991
719 793 0.0023
1357 1128 0.1999
1449 590 0.7224
590 529 0.5656
545 707 0.6953
707 364 0.6617
1260 1018 0.1515
1018 494 0.4893
494 551 0.2503
551 233 0.3157
1335 1010 0.1371
1010 1166 0.2799
1166 1144 0.6955
1012 27 0.8989
27 209 0.7597
209 92 0.8318
740 186 0.6941
186 229 0.4439
859 202 0.9398
301 85 0.9387
1041 889 0.4892
889 1230 0.7306
425 1176 0.1785
446 1493 0.0516
1493 284 0.9811
706 949 0.7276
949 1261 0.9298
449 568 0.6229
1380 1318 0.6376
1318 1229 0.9348
119 359 0.3877
314 943 0.1989
943 1078 0.1222
282 809 0.8361
185 409 0.9441
409 1339 0.9864
1339 482 0.6717
239 486 0.0628
486 561 0.4643
561 45 0.6235
72 968 0.7307
267 406 0.0541
653 1081 0.7991
433 990 0.4488
707 497 0.5155
1355 991 0.8182
105 295 0.9595
295 190 0.2495
190 687 0.2694
1148 515 0.6132
515 856 0.2345
70 1105 0.1763
549 1178 0.7857
978 476 0.7096
476 1331 0.0405
1331 231 0.4975
231 1085 0.4951
543 480 0.9832
480 753 0.7585
1440 626 0.2347
162 780 0.6517
1448 1108 0.7857
1108 1227 0.9133
1227 365 0.4289
365 161 0.1707
161 1196 0.0702
26 127 0.4752
127 841 0.8241
841 64 0.5559
205 450 0.0872
214 269 0.4324
269 1054 0.0646
1054 934 0.2891
657 146 0.8503
1203 861 0.3267
861 509 0.6576
509 985 0.4643
645 1444 0.4143
1444 1469 0.4651
1287 779 0.7055
673 345 0.7101
50 371 0.6112
753 1425 0.8803
737 503 0.3076
837 41 0.3975
41 788 0.9326
788 1017 0.7769
1017 498 0.7526
9 1460 0.9637
1460 615 0.9957
269 80 0.6091
27 1238 0.2187
1238 805 0.2229
805 1212 0.5915
1212 511 0.1473
115 254 0.2725
254 101 0.3491
1151 76 0.9901
5 691 0.7926
691 879 0.6128
1380 472 0.3615
690 880 0.2882
880 383 0.7348
894 727 0.6891
727 839 0.9134
839 1091 0.9689
683 1121 0.1232
1121 274 0.7426
274 1347 0.1559
1347 537 0.0820
537 1356 0.2154
1356 1187 0.8664
1197 283 0.9470
283 1036 0.1130
1054 1292 0.4208
273 1420 0.4266
1144 166 0.4296
867 825 0.3456
1411 438 0.0807
438 933 0.4881
1484 1182 0.9173
1182 774 0.3387
317 1286 0.1739
1342 573 0.4057
573 1317 0.3865
409 772 0.8870
626 1390 0.6759
160 47 0.5632
1124 362 0.8982
461 407 0.0325
1328 1269 0.2247
1481 344 0.1143
